chrom,date,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me3,H3K9me3,GC_content,gene_density,2-stage,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16
1,800000,0.6839103423967032,0.2304356466674804,0.6543814255850655,0.3382122716522217,0.741537490561349,0.2758783175913493,0.44356,6.0,5.99243,0.1169053834254767,0.1550394267849974,0.1970296051000447,0.1961007593772789,0.1470642382359345,0.0854279812505214,0.0501217794357361,0.0293467724686627,0.0088394731319417,0.0,0.0,0.0,0.0,0.0,0.003406810202601,0.0107177705868044
1,850000,0.4510615644678576,1.04544101449149,0.4767437365504673,0.4355520279693604,0.3600270767429896,0.4016697522057427,0.4529,5.0,4.28124,0.1498648120493843,0.1853183810851647,0.2169165211095294,0.1999820420918149,0.1395169520644142,0.070968209703955,0.0312432021647327,0.0061898797310047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,900000,2.1480900536688443,1.3550214392743791,0.736489912588937,2.209151960601807,2.02553724962507,0.334935582309299,0.63236,6.0,5.51282,0.1836080862406278,0.2062032814302483,0.2182820314059134,0.1860164688148037,0.1251351013131749,0.0608322687902214,0.0199227620050102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,950000,5.989765830204405,0.4037188321140835,1.3355195526994976,1.1566592948913574,4.676243158482143,0.4083805804443359,0.6101,6.0,4.77505,0.2029658359104105,0.2205632658488413,0.2211143209532628,0.1769582531067015,0.1157189514146539,0.0532198737408481,0.0094594990252815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1000000,5.181968109215045,0.2964983115495954,1.374740621948242,1.7720434323120118,3.716287101789202,0.3110515333726671,0.63092,5.0,5.16821,0.2066195834306218,0.2277752364606738,0.2251436097772223,0.1735560767303772,0.1105679855826196,0.0497811284218571,0.0065563795966279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1050000,3.3860045325548893,0.2907263628932408,0.9580176851981028,1.213117268371582,2.6727699255371093,0.3455532635837131,0.624,7.0,5.5852,0.2022691304645455,0.2260151382446767,0.2246397502394051,0.1742168526257552,0.1120946598046892,0.052205578031886,0.0085588905890419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1100000,1.144934497912177,0.4713357387433733,0.631736463230678,0.7522569653320312,1.360110784563337,0.5249153539699979,0.58782,3.0,5.08289,0.2047659319487,0.2280724616888849,0.2254112899390736,0.1734105117233289,0.110070961138967,0.0507432767204223,0.0075255668406229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1150000,3.895434627896013,0.4309526638575963,0.6829889472743443,1.0932527893066406,2.972429193899972,0.52023728515625,0.59202,6.0,4.80999,0.2169259305538473,0.2403849317887891,0.2323114927531894,0.1695009728503414,0.1005209483720284,0.0403557236818041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1200000,3.439164775474812,0.3217613292149135,1.1393279919433594,0.938356043701172,2.619496047243391,0.3369724324883355,0.6534,6.0,5.59232,0.2301487040637265,0.2512706080022528,0.2364009746001575,0.1632054445233306,0.089565076175908,0.0294091926346243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1250000,2.424659947720232,0.3288256359863281,1.1946507964651925,1.1055989685058594,2.012226511808123,0.351423103129069,0.6003,6.0,5.88621,0.2373360647913872,0.2505817956277048,0.2300210145776429,0.1588228118749729,0.0901518114534466,0.0330865016748455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1300000,9.511687125538792,0.327611468723842,1.633419825908116,1.9598774877929688,4.807443473140172,0.2996701904975043,0.6459,9.0,5.16692,0.239356619441314,0.2424841782000796,0.2156585989362865,0.1514677196418883,0.0944028876582024,0.0450061977280935,0.0116237983941354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1350000,3.536565217537716,0.3692688019234793,1.6530997084372383,1.224947986450195,4.80968002633231,0.3548452642822265,0.5675,5.0,4.65338,0.2440453685864558,0.2412200501094962,0.208629027647963,0.1461297531124273,0.0943830969967434,0.0488278635377152,0.0167648400091987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
